UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style,Best Role
28129089,Yunus Musah,29/11/2002 (19 years old),USA,Spanish First Division,Valencia,Right,M/AM (RC),178 cm,71 kg,19,€22M - €27M,"€43,500 p/m",Physical,Ball Winning Midfielder
34008680,Jonas Martin,9/4/1990 (32 years old),FRA,Ligue 1 Uber Eats,LOSC,Right Only,M/AM (C),184 cm,76 kg,32,Not for Sale,"€67,000 p/m",Technical,Mezzala
67142068,Iker Undabarrena,18/5/1995 (27 years old),ESP,Spanish Second Division,Leganés,Right,"DM, M (C)",181 cm,77 kg,27,€130K - €1.3M,"€14,250 p/m",Technical,Defensive Midfielder
34005782,Damien Da Silva,17/5/1988 (34 years old),FRA,Ligue 1 Uber Eats,OL,Right Only,D (C),184 cm,83 kg,34,€40K - €400K,"€34,000 p/m",Leader,No-Nonsense Centre-Back
85103818,Ludovic Ajorque,25/2/1994 (28 years old),FRA,Ligue 1 Uber Eats,Strasbourg,Left Only,ST (C),197 cm,82 kg,28,€7.4M - €11M,"€98,000 p/m",Leader,Target Forward
29141175,Luca De La Torre,23/5/1998 (24 years old),USA,Spanish First Division,Vigo,Either,"M (C), AM (RLC)",177 cm,68 kg,24,€170K - €1.7M,"€19,500 p/m",Physical,Inverted Winger
29244869,Kamaldeen Sulemana,15/2/2002 (20 years old),GHA,Ligue 1 Uber Eats,Rennes,Right,M/AM (L),175 cm,69 kg,20,€7M - €8.2M,"€40,000 p/m",Creative,Inverted Winger
83223951,Tomás Händel,27/11/2000 (21 years old),POR,Portuguese Premier League,VTSC,Left Only,"DM, M (C)",180 cm,69 kg,21,€275K - €2.7M,"€9,250 p/m",Technical,Deep Lying Playmaker
49037109,Jérémy Mellot,28/3/1994 (28 years old),FRA,Spanish Second Division,Tenerife,Right,D/WB (R),178 cm,77 kg,28,€1.1M - €2.3M,"€21,000 p/m",Leader,Full-Back
67259880,Rodrigo Riquelme,2/4/2000 (22 years old),ESP,Spanish First Division,Girona,Right,M/AM (RLC),174 cm,69 kg,22,€550K - €7.4M,"€29,500 p/m",Creative,Inverted Winger
83205067,Rodrigo Martins,15/9/1998 (23 years old),POR,Portuguese Premier League,Estoril Praia,Right,M/AM (RL),177 cm,78 kg,23,€95K - €950K,"€8,500 p/m",Leader,Inverted Winger
55067679,Paulo Henrique,23/10/1996 (25 years old),POR,Portuguese Premier League,Santa Clara,Left,D (LC),181 cm,75 kg,25,€65K - €650K,"€10,250 p/m",Physical,Full-Back
67199309,Javi Muñoz,28/2/1995 (27 years old),ESP,Spanish Second Division,Eibar,Right,M/AM (C),176 cm,70 kg,27,€1.2M,"€28,500 p/m",Creative,Central Midfielder
55070267,André Ferreira,29/5/1996 (26 years old),POR,Spanish Second Division,Granada,Right Only,GK,193 cm,79 kg,26,€120K - €1.2M,"€6,500 p/m",Shot Stopper,Goalkeeper
67194879,Róber Pier,16/2/1995 (27 years old),ESP,Spanish Second Division,Levante,Right,"D (C), DM",182 cm,74 kg,27,€250K - €2.5M,"€29,000 p/m",Intelligent,Defensive Midfielder
49048353,Alexis Beka Beka,29/3/2001 (21 years old),FRA,Ligue 1 Uber Eats,OGC Nice,Right,"DM, M (C)",178 cm,77 kg,21,€10M - €12M,"€26,500 p/m",Technical,Ball Winning Midfielder
49048370,Nathanaël Mbuku,16/3/2002 (20 years old),FRA,Ligue 1 Uber Eats,Reims,Left,AM (RC),170 cm,65 kg,20,€950K - €9.8M,"€25,500 p/m",Technical,Inverted Winger
823587,Asier Riesgo,6/10/1983 (38 years old),ESP,Spanish Second Division,Leganés,Right,GK,185 cm,76 kg,38,€5K - €55K,"€18,000 p/m",Assertive,Sweeper Keeper
55041788,Bruno Wilson,27/12/1996 (25 years old),POR,Portuguese Premier League,VIZ,Right,D (C),192 cm,78 kg,25,€150K - €1.5M,"€12,000 p/m",Leader,No-Nonsense Centre-Back
55038656,Frederico Venâncio,4/2/1993 (29 years old),POR,Spanish Second Division,Eibar,Right,D (C),186 cm,81 kg,29,€300K - €2.9M,"€25,500 p/m",Leader,Central Defender
1507537,Manu García,26/4/1986 (36 years old),ESP,Spanish Second Division,Mirandés,Left,"DM, M (LC), AM (L)",182 cm,74 kg,36,€85K - €250K,"€16,250 p/m",Leader,Defensive Midfielder
67191440,Iván Villar,9/7/1997 (24 years old),ESP,Spanish First Division,Vigo,Right,GK,189 cm,76 kg,24,€375K - €3.7M,"€75,000 p/m",Distributor,Sweeper Keeper
83283239,Tiago Santos,23/7/2002 (19 years old),POR,Portuguese Premier League,Estoril Praia,Right,D/WB/M (R),171 cm,62 kg,19,€275K - €2.7M,"€5,000 p/m",Technical,Winger
83297506,Matchoi Djaló,10/4/2003 (19 years old),POR,Portuguese Premier League,P. Ferreira,Right,"M (C), AM (RLC)",175 cm,68 kg,19,€8.2M - €12.5M,"€7,500 p/m",Physical,Inverted Winger
67024721,Germán,12/12/1986 (35 years old),ESP,Spanish Second Division,R. Santander,Right Only,D (C),188 cm,82 kg,35,Not for Sale,"€16,500 p/m",Intelligent,Central Defender
67186192,Unai Elgezabal,25/4/1993 (29 years old),ESP,Spanish Second Division,Burgos,Right,"D (C), DM",186 cm,74 kg,29,€220K - €2.2M,"€15,750 p/m",Intelligent,Ball Playing Defender
67185037,Pedro Chirivella,23/5/1997 (25 years old),ESP,Ligue 1 Uber Eats,FC Nantes,Right,"DM, M (C)",178 cm,72 kg,25,€6.4M - €7.8M,"€30,500 p/m",Intelligent,Deep Lying Playmaker
84105508,João Correia,5/9/1996 (25 years old),CPV,Portuguese Premier League,Chaves,Right Only,D/WB/M/AM (R),175 cm,69 kg,25,€170K - €1.7M,"€9,250 p/m",Physical,Winger
67184202,Josema Sánchez,6/6/1996 (26 years old),ESP,Spanish Second Division,Leganés,Left Only,D (LC),184 cm,81 kg,26,€220K - €2.2M,"€24,000 p/m",Physical,Central Defender
67037289,Borja Bastón,25/8/1992 (29 years old),ESP,Spanish Second Division,Oviedo,Right,ST (C),186 cm,83 kg,29,€1.5M - €3.1M,"€48,000 p/m",Intelligent,Target Forward
67183365,Higinio,19/10/1993 (28 years old),ESP,Spanish Second Division,Albacete,Right,"AM (L), ST (C)",184 cm,74 kg,28,€750K - €1.6M,"€13,500 p/m",Intelligent,Poacher
67183258,Rodrigo Tarín,5/7/1996 (25 years old),ESP,Spanish Second Division,Oviedo,Right,D (C),184 cm,76 kg,25,€475K - €4.7M,"€33,000 p/m",Technical,Ball Playing Defender
67039108,Juan Carlos,20/1/1988 (34 years old),ESP,Spanish First Division,Girona,Right Only,GK,187 cm,82 kg,34,€220K - €2.2M,"€18,500 p/m",Shot Stopper,Sweeper Keeper
67220941,Aitor Ruibal,22/3/1996 (26 years old),ESP,Spanish First Division,Real Hispalis,Right,"D/M (R), AM (RL), ST (C)",180 cm,75 kg,26,€4.5M - €8.4M,"€47,000 p/m",Physical,Winger
48043095,Rafik Guitane,26/5/1999 (23 years old),FRA,Ligue 1 Uber Eats,Reims,Left,"M (C), AM (RC)",170 cm,60 kg,23,€190K - €1.9M,"€28,500 p/m",Technical,Inverted Winger
8443045,Alexandre Oukidja,19/7/1988 (33 years old),ALG,Ligue 2 BKT,FC Metz,Right Only,GK,184 cm,79 kg,33,€1.1M - €2.2M,"€45,000 p/m",Shot Stopper,Sweeper Keeper
67223078,Toni Moya,23/3/1998 (24 years old),ESP,Spanish Second Division,Alavés,Right,M (C),180 cm,72 kg,24,€250K - €2.5M,"€19,000 p/m",Intelligent,Deep Lying Playmaker
48042327,Zaydou Youssouf,11/7/1999 (22 years old),FRA,Portuguese Premier League,Famalicão,Left,M/AM (C),182 cm,81 kg,22,€220K - €2.2M,"€23,000 p/m",Technical,Mezzala
53052272,Elba Rashani,9/5/1993 (29 years old),KOS,Ligue 1 Uber Eats,Clermont,Left,M/AM (RL),181 cm,71 kg,29,€400K - €4M,"€27,500 p/m",Creative,Inverted Winger
51063318,Diego Lainez,9/6/2000 (22 years old),MEX,Portuguese Premier League,BRG,Left,AM (RL),168 cm,60 kg,22,€6.8M - €10M,"€29,000 p/m",Creative,Inverted Winger
67179238,Cristian Salvador,20/11/1994 (27 years old),ESP,Spanish Second Division,Huesca,Right,"DM, M (C)",183 cm,79 kg,27,€850K,"€18,000 p/m",Physical,Ball Winning Midfielder
67177648,José Corpas,7/7/1991 (30 years old),ESP,Spanish Second Division,Eibar,Right,M/AM (RL),178 cm,72 kg,30,€300K - €2.9M,"€32,000 p/m",Technical,Winger
50084296,Carnejy Antoine,27/7/1991 (30 years old),HAI,Portuguese Premier League,Casa Pia,Right,ST (C),191 cm,87 kg,30,€16K - €160K,"€5,500 p/m",Physical,Target Forward
13112746,Jean-Eudes Aholou,20/3/1994 (28 years old),CIV,Ligue 1 Uber Eats,Strasbourg,Left,"DM, M (C)",187 cm,80 kg,28,€140K - €6.2M,"€79,500 p/m",Physical,Ball Winning Midfielder
13158211,Kelechi Nwakali,5/6/1998 (24 years old),NGA,Spanish Second Division,Ponferrada,Right,M/AM (C),181 cm,76 kg,24,€110K - €1.1M,"€16,750 p/m",Physical,Advanced Playmaker
75058347,Jesús Ramírez,4/5/1998 (24 years old),VEN,Portuguese Premier League,MRT,Right,ST (C),187 cm,83 kg,24,€30K - €325K,"€18,500 p/m",Physical,Target Forward
67260125,Andrés Martín,11/7/1999 (22 years old),ESP,Spanish First Division,Vallecano,Left,"AM (RLC), ST (C)",170 cm,66 kg,22,€2.1M - €4.3M,"€14,750 p/m",Technical,Inverted Winger
19409388,Pedro Bicalho,23/4/2001 (21 years old),BRA,Portuguese Premier League,Santa Clara,Right,"DM, M (C)",179 cm,82 kg,21,€300K - €2.9M,"€6,750 p/m",Technical,Central Midfielder
67192123,Sekou Gassama,6/5/1995 (27 years old),ESP,Spanish Second Division,R. Santander,Left,ST (C),189 cm,88 kg,27,€110K - €1.1M,"€30,500 p/m",Physical,Target Forward
85006426,Romain Thomas,12/6/1988 (34 years old),FRA,Ligue 2 BKT,SM Caen,Left,D (C),193 cm,84 kg,34,Not for Sale,"€55,000 p/m",Physical,Central Defender
85093462,Thomas Didillon,28/11/1995 (26 years old),FRA,Ligue 1 Uber Eats,AS Monaco,Left,GK,193 cm,84 kg,26,€250K - €2.6M,"€65,000 p/m",Shot Stopper,Sweeper Keeper
76042892,Cristián Borja,18/2/1993 (29 years old),COL,Portuguese Premier League,BRG,Left Only,D/WB (L),180 cm,71 kg,29,€85K - €850K,"€49,000 p/m",Physical,Wing-Back
93070869,Tino Kadewere,5/1/1996 (26 years old),ZIM,Spanish First Division,Mallorca,Right,"AM (RC), ST (C)",183 cm,72 kg,26,€1.9M - €3.9M,"€99,500 p/m",Physical,Winger
83111376,Diogo Calila,10/10/1998 (23 years old),POR,Portuguese Premier League,Santa Clara,Right,D/WB (R),180 cm,75 kg,23,€90K - €900K,"€5,500 p/m",Physical,Wing-Back
49053388,Haissem Hassan,8/2/2002 (20 years old),FRA,Spanish Second Division,Villarreal B,Left,"M (L), AM (RL)",178 cm,71 kg,20,€5.6M - €8.4M,"€8,500 p/m",Physical,Inverted Winger
19219713,Vítor Costa,1/7/1994 (27 years old),BRA,Portuguese Premier League,MRT,Left Only,D/WB/M (L),182 cm,75 kg,27,€650K - €1.4M,"€10,750 p/m",Technical,Full-Back
19171781,Paulo Vitor,21/11/1988 (33 years old),BRA,Portuguese Premier League,Chaves,Right Only,GK,195 cm,92 kg,33,€325K - €950K,"€8,000 p/m",Distributor,Goalkeeper
67196208,Javi Jiménez,11/1/1996 (26 years old),ESP,Spanish Second Division,Málaga,Left,D/WB/M (L),170 cm,70 kg,26,€130K - €1.3M,"€15,250 p/m",Technical,Wing-Back
67246360,Darío Poveda,13/3/1997 (25 years old),ESP,Spanish Second Division,Ibiza,Right,ST (C),187 cm,83 kg,25,€130K - €1.3M,"€13,250 p/m",Intelligent,Target Forward
67272501,Víctor Mollejo,21/1/2001 (21 years old),ESP,Spanish Second Division,Zaragoza,Left,"AM (RL), ST (C)",176 cm,71 kg,21,€2.7M - €5.4M,"€43,500 p/m",Leader,Winger
67055270,Alberto Escassi,28/2/1989 (33 years old),ESP,Spanish Second Division,Málaga,Right,"D (C), DM, M (C)",185 cm,79 kg,33,€75K - €750K,"€20,500 p/m",Leader,Ball Winning Midfielder
55021884,Salvador Agra,11/11/1991 (30 years old),POR,Portuguese Premier League,BVT,Right,AM (RLC),166 cm,60 kg,30,€110K - €1.1M,"€9,000 p/m",Leader,Inverted Winger
19173236,Jhonatan,8/5/1991 (31 years old),BRA,Portuguese Premier League,Rio Ave,Right,GK,189 cm,82 kg,31,Not for Sale,"€12,000 p/m",Shot Stopper,Sweeper Keeper
67222432,Rubén Alves,7/9/1994 (27 years old),ESP,Spanish Second Division,R. Santander,Left Only,D (C),183 cm,75 kg,27,€200K - €2M,"€15,750 p/m",Physical,Central Defender
67150299,Jozabed,8/3/1991 (31 years old),ESP,Spanish Second Division,Málaga,Right,M/AM (C),180 cm,70 kg,31,€550K,"€49,000 p/m",Intelligent,Advanced Playmaker
90065199,Luis Muñoz,23/2/1997 (25 years old),ESP,Spanish Second Division,Málaga,Right,"D (C), DM, M (C)",181 cm,76 kg,25,€80K - €800K,"€19,000 p/m",Intelligent,Anchor
67086925,Raúl Navas,11/5/1988 (34 years old),ESP,Spanish Second Division,Mirandés,Right,D (C),185 cm,83 kg,34,€240K - €700K,"€24,500 p/m",Leader,Ball Playing Defender
67246260,Álex Millán,7/11/1999 (22 years old),ESP,Portuguese Premier League,Famalicão,Right,ST (C),185 cm,74 kg,22,€180K - €1.8M,"€8,500 p/m",Physical,Pressing Forward
72040029,Erik Palmer-Brown,24/4/1997 (25 years old),USA,Ligue 1 Uber Eats,Troyes,Right,"D (C), DM",187 cm,88 kg,25,€1.3M - €2.8M,"€52,000 p/m",Physical,Central Defender
67037315,Nacho,7/3/1989 (33 years old),ESP,Spanish Second Division,Tenerife,Left Only,D/WB (L),174 cm,71 kg,33,Not for Sale,"€46,000 p/m",Leader,Full-Back
14011549,Pablo Chavarría,2/1/1988 (34 years old),ARG,Spanish Second Division,Málaga,Right,"M/AM (R), ST (C)",185 cm,80 kg,34,€80K - €230K,"€22,000 p/m",Leader,Pressing Forward
34001054,Valère Germain,17/4/1990 (32 years old),FRA,Ligue 1 Uber Eats,Montpellier,Right,"AM (C), ST (C)",181 cm,75 kg,32,€200K - €2M,"€115,000 p/m",Leader,Pressing Forward
67199066,Saúl,9/11/1994 (27 years old),ESP,Spanish Second Division,R. Santander,Left,D/WB (L),183 cm,71 kg,27,€220K - €2.2M,"€19,250 p/m",Physical,Wing-Back
67018270,Raúl Fernández,13/3/1988 (34 years old),ESP,Spanish Second Division,Granada,Right,GK,196 cm,88 kg,34,€230K - €2.3M,"€34,500 p/m",Distributor,Goalkeeper
83243057,Paulo Bernardo,24/1/2002 (20 years old),POR,Portuguese Premier League,Benfica,Right,M (C),184 cm,78 kg,20,€7M - €8.2M,"€29,000 p/m",Physical,Deep Lying Playmaker
67214451,Luca Zidane,13/5/1998 (24 years old),FRA,Spanish Second Division,Eibar,Right,GK,181 cm,78 kg,24,€28K - €275K,"€17,250 p/m",Distributor,Sweeper Keeper
55079823,André Bukia,3/3/1995 (27 years old),COD,Portuguese Premier League,Arouca,Left Only,AM (RLC),173 cm,65 kg,27,€70K - €700K,"€5,750 p/m",Technical,Winger
19409275,Matheus Babi,18/7/1997 (24 years old),BRA,Portuguese Premier League,Santa Clara,Either,ST (C),191 cm,78 kg,24,€80K - €800K,"€22,500 p/m",Leader,Pressing Forward
83228407,Bernardo Vital,29/12/2000 (21 years old),POR,Portuguese Premier League,Estoril Praia,Right,D (C),187 cm,81 kg,21,€140K - €1.4M,"€8,000 p/m",Physical,Central Defender
2000057964,Zé Carlos,30/10/2001 (20 years old),POR,Portuguese Premier League,VTSC,Right,"D/WB (R), DM, M (C)",172 cm,66 kg,20,€110K - €1.1M,"€5,750 p/m",Leader,Ball Winning Midfielder
55009690,Rúben Lima,3/10/1989 (32 years old),POR,Portuguese Premier League,Famalicão,Left,D/WB/M (L),177 cm,70 kg,32,€110K - €1.1M,"€13,750 p/m",Technical,Full-Back
67215621,Toni Villa,7/1/1995 (27 years old),ESP,Spanish First Division,Girona,Left,"M (RL), AM (RLC)",171 cm,63 kg,27,€2.4M - €4.8M,"€29,000 p/m",Creative,Inverted Winger
49056279,Rayan Cherki,17/8/2003 (18 years old),FRA,Ligue 1 Uber Eats,OL,Either,"AM (RLC), ST (C)",177 cm,71 kg,18,€19.5M - €24M,"€150,000 p/m",Technical,Inverted Winger
83192919,Jota Silva,1/8/1999 (22 years old),POR,Portuguese Premier League,VTSC,Right,AM (RL),180 cm,72 kg,22,€75K - €750K,"€13,000 p/m",Physical,Inverted Winger
83288808,Mor Ndiaye,22/11/2000 (21 years old),SEN,Portuguese Premier League,Estoril Praia,Right,"DM, M (C)",185 cm,78 kg,21,€240K - €2.4M,"€8,000 p/m",Physical,Ball Winning Midfielder
67258832,Iván Martín,14/2/1999 (23 years old),ESP,Spanish First Division,Girona,Left,"M (C), AM (RLC)",178 cm,74 kg,23,€210K - €7.2M,"€38,000 p/m",Technical,Winger
49045927,Ignatius Ganago,16/2/1999 (23 years old),CMR,Ligue 1 Uber Eats,FC Nantes,Right,ST (C),179 cm,82 kg,23,€500K - €4.4M,"€60,500 p/m",Physical,Advanced Forward
19319372,Lucas Soares,4/5/1998 (24 years old),BRA,Portuguese Premier League,Casa Pia,Right Only,"D/WB/M (R), AM (RL)",176 cm,66 kg,24,€120K - €1.2M,"€6,250 p/m",Technical,Winger
2000012820,Miguel Maga,16/11/2002 (19 years old),POR,Portuguese Premier League,VTSC,Right,D/WB (R),175 cm,69 kg,19,€190K - €1.9M,"€7,000 p/m",Creative,Wing-Back
83165862,Andrézinho,1/12/1996 (25 years old),POR,Portuguese Premier League,Santa Clara,Right Only,"M (C), AM (RLC)",173 cm,65 kg,25,€70K - €700K,"€6,500 p/m",Creative,Winger
8871609,Rúben Fernandes,6/5/1986 (36 years old),POR,Portuguese Premier League,Gil Vicente,Left Only,D (C),186 cm,78 kg,36,€60K - €180K,"€7,500 p/m",Intelligent,Ball Playing Defender
83120995,Ricardinho,6/8/1998 (23 years old),POR,Portuguese Premier League,Santa Clara,Right,AM (LC),168 cm,64 kg,23,€65K - €650K,"€6,250 p/m",Technical,Inverted Winger
14150323,Hernán de la Fuente,7/1/1997 (25 years old),ARG,Portuguese Premier League,Famalicão,Right,D/WB (R),177 cm,73 kg,25,€50K - €500K,"€14,000 p/m",Technical,Wing-Back
83168782,Xadas,2/12/1997 (24 years old),POR,Portuguese Premier League,MRT,Left,M/AM (RC),179 cm,72 kg,24,€130K - €1.3M,"€13,750 p/m",Physical,Inverted Winger
67276474,Beñat Turrientes,31/1/2002 (20 years old),ESP,Spanish First Division,Real San Sebastián,Right,"DM, M (C)",179 cm,73 kg,20,€1.1M - €10.5M,"€33,500 p/m",Intelligent,Central Midfielder
85003943,Jordan Ferri,12/3/1992 (30 years old),FRA,Ligue 1 Uber Eats,Montpellier,Right,"DM, M (C)",173 cm,73 kg,30,€5M - €6.2M,"€130,000 p/m",Leader,Ball Winning Midfielder
67264011,Chris Ramos,18/1/1997 (25 years old),ESP,Spanish Second Division,Lugo,Right,"AM (RL), ST (C)",193 cm,84 kg,25,€100K - €1M,"€16,250 p/m",Physical,Inverted Winger
67072387,Sergio Postigo,4/11/1988 (33 years old),ESP,Spanish Second Division,Levante,Right,D (RC),185 cm,75 kg,33,€40K - €400K,"€29,000 p/m",Intelligent,Central Defender
1510284,Víctor Díaz,12/6/1988 (34 years old),ESP,Spanish Second Division,Granada,Right,"D (RLC), WB (R)",183 cm,69 kg,34,€110K - €1.1M,"€37,500 p/m",Intelligent,Full-Back
67276089,Riki,25/9/1997 (24 years old),ESP,Spanish Second Division,Albacete,Right,M/AM (C),175 cm,70 kg,24,€900K - €1.9M,"€14,750 p/m",Intelligent,Advanced Playmaker
83169857,Miguel Nóbrega,17/4/2000 (22 years old),POR,Portuguese Premier League,Rio Ave,Right,"D (C), DM",188 cm,84 kg,22,€650K - €1.4M,"€10,250 p/m",Physical,Ball Playing Defender
49039793,Kévin Zohi,19/12/1996 (25 years old),MLI,Portuguese Premier League,VIZ,Right,AM (RL),180 cm,72 kg,25,€170K - €500K,"€12,250 p/m",Physical,Winger
85057862,Laurent Abergel,1/2/1993 (29 years old),FRA,Ligue 1 Uber Eats,FC Lorient,Right,"DM, M (C)",170 cm,65 kg,29,€475K - €7.2M,"€62,500 p/m",Leader,Ball Winning Midfielder
85076637,Christophe Hérelle,22/8/1992 (29 years old),FRA,Ligue 1 Uber Eats,Brest,Right Only,D (RC),188 cm,75 kg,29,€1.5M - €3.2M,"€25,000 p/m",Physical,Central Defender
16096477,Adrian Grbic,4/8/1996 (25 years old),AUT,Ligue 1 Uber Eats,FC Lorient,Left,"AM (RL), ST (C)",188 cm,82 kg,25,€1.3M - €2.8M,"€25,000 p/m",Physical,Inverted Winger
45109701,Masaki Watai,18/7/1999 (22 years old),JPN,Portuguese Premier League,BVT,Right,"M (R), AM (RLC)",168 cm,58 kg,22,€110K - €325K,"€7,250 p/m",Technical,Inverted Winger
85141637,Irvin Cardona,8/8/1997 (24 years old),FRA,Ligue 1 Uber Eats,Brest,Right,"AM (RL), ST (C)",185 cm,76 kg,24,€2.5M - €5M,"€30,000 p/m",Physical,Inverted Winger
48038951,Antoine Leautey,14/4/1996 (26 years old),FRA,Ligue 2 BKT,Amiens SC,Right,"WB/M (R), AM (RL)",172 cm,68 kg,26,€120K - €1.2M,"€27,500 p/m",Technical,Inverted Winger
19312835,Matheus Índio,27/8/1999 (22 years old),BRA,Portuguese Premier League,VTSC,Right Only,"DM, M (C)",182 cm,80 kg,22,€45K - €475K,"€7,500 p/m",Physical,Ball Winning Midfielder
16199801,Kennedy Boateng,29/11/1996 (25 years old),TOG,Portuguese Premier League,Santa Clara,Right,D (C),191 cm,78 kg,25,€500K - €1.5M,"€7,500 p/m",Physical,No-Nonsense Centre-Back
8443441,Romain Hamouma,29/3/1987 (35 years old),FRA,Ligue 1 Uber Eats,AC Ajaccio,Right,M/AM (R),177 cm,67 kg,35,€200K - €600K,"€67,500 p/m",Technical,Winger
85014379,Arnaud Souquet,12/2/1992 (30 years old),FRA,Ligue 1 Uber Eats,Montpellier,Right,D/WB (R),179 cm,74 kg,30,€140K - €1.4M,"€55,000 p/m",Intelligent,Full-Back
49040542,Romain Faivre,14/7/1998 (23 years old),FRA,Ligue 1 Uber Eats,OL,Left,"M (C), AM (RLC)",185 cm,75 kg,23,€9M - €13.5M,"€107,000 p/m",Physical,Inverted Winger
55011443,Pedro Moreira,15/3/1989 (33 years old),POR,Portuguese Premier League,Arouca,Right,"DM, M (C)",183 cm,80 kg,33,Not for Sale,"€7,750 p/m",Leader,Ball Winning Midfielder
14185869,Facundo Medina,28/5/1999 (23 years old),ARG,Ligue 1 Uber Eats,RC Lens,Left,D (C),184 cm,78 kg,23,€4M - €7.2M,"€43,500 p/m",Physical,Ball Playing Defender
67245731,Martín Aguirregabiría,5/10/1996 (25 years old),ESP,Portuguese Premier League,Famalicão,Right,D/WB (R),178 cm,69 kg,25,€55K - €550K,"€13,750 p/m",Leader,Wing-Back
55002304,Marco,12/1/1987 (35 years old),POR,Portuguese Premier League,Santa Clara,Right Only,GK,185 cm,80 kg,35,Not for Sale,"€6,250 p/m",Distributor,Sweeper Keeper
49037937,Etienne Green,19/7/2000 (21 years old),ENG,Ligue 2 BKT,ASSE,Right,GK,192 cm,87 kg,21,€5M - €9.2M,"€34,000 p/m",Assertive,Sweeper Keeper
48032750,Anthony Briançon,28/11/1994 (27 years old),FRA,Ligue 2 BKT,ASSE,Right,"D (C), DM, M (C)",185 cm,79 kg,27,€500K - €5M,"€53,500 p/m",Leader,Ball Playing Defender
48040712,Mathieu Cafaro,25/3/1997 (25 years old),FRA,Ligue 2 BKT,ASSE,Right,M/AM (LC),175 cm,60 kg,25,€1.1M - €10.5M,"€28,000 p/m",Creative,Inverted Winger
85122308,Yunis Abdelhamid,28/9/1987 (34 years old),MAR,Ligue 1 Uber Eats,Reims,Left Only,D (C),190 cm,83 kg,34,Not for Sale,"€80,000 p/m",Physical,Central Defender
83223860,Gonçalo Cardoso,21/10/2000 (21 years old),POR,Portuguese Premier League,MRT,Left Only,D (C),186 cm,82 kg,21,€250K - €2.5M,"€12,000 p/m",Technical,Ball Playing Defender
49048445,Arnaud Kalimuendo,20/1/2002 (20 years old),FRA,Ligue 1 Uber Eats,Rennes,Right,ST (C),175 cm,78 kg,20,€24M - €29M,"€108,000 p/m",Intelligent,Advanced Forward
76048865,Andrés Sarmiento,15/1/1998 (24 years old),COL,Portuguese Premier League,VIZ,Right,AM (RL),176 cm,64 kg,24,€95K - €300K,"€6,500 p/m",Physical,Inverted Winger
83107368,Guima,14/11/1995 (26 years old),POR,Portuguese Premier League,Chaves,Right,"DM, M (C)",181 cm,79 kg,26,€160K - €1.6M,"€6,750 p/m",Leader,Ball Winning Midfielder
49048599,Joris Chotard,24/9/2001 (20 years old),FRA,Ligue 1 Uber Eats,Montpellier,Right,"DM, M (C)",179 cm,70 kg,20,€8.8M - €11M,"€41,000 p/m",Physical,Ball Winning Midfielder
13109635,Yusupha Njie,1/3/1994 (28 years old),GAM,Portuguese Premier League,BVT,Right,"AM (LC), ST (C)",188 cm,77 kg,28,€50K - €475K,"€11,500 p/m",Technical,Inverted Winger
59041775,Giorgi Aburjania,2/1/1995 (27 years old),GEO,Portuguese Premier League,Gil Vicente,Right,"DM, M (C)",187 cm,75 kg,27,€75K - €750K,"€8,500 p/m",Physical,Mezzala
919962,Thomas Mangani,29/4/1987 (35 years old),FRA,Ligue 1 Uber Eats,AC Ajaccio,Left,"DM, M (C)",183 cm,79 kg,35,Not for Sale,"€47,500 p/m",Leader,Ball Winning Midfielder
49052213,Robert Navarro,12/4/2002 (20 years old),ESP,Spanish First Division,Real San Sebastián,Right,AM (RLC),178 cm,65 kg,20,€7.2M - €8.6M,"€18,000 p/m",Technical,Inverted Winger
67258573,Adrián De la Fuente,26/2/1999 (23 years old),ESP,Spanish Second Division,Villarreal B,Right,D (C),179 cm,78 kg,23,€1.1M,"€14,250 p/m",Physical,Central Defender
67213728,Álvaro Rodríguez,22/7/1994 (27 years old),ESP,Spanish Second Division,Albacete,Right,D/WB/M/AM (R),181 cm,75 kg,27,€170K - €1.7M,"€14,750 p/m",Technical,Full-Back
55079802,Derick Poloni,1/9/1993 (28 years old),BRA,Portuguese Premier League,Casa Pia,Left Only,D/WB/AM (L),173 cm,67 kg,28,€24K - €240K,"€5,750 p/m",Physical,Winger
67031045,Pedro Alcalá,19/3/1989 (33 years old),ESP,Spanish Second Division,Cartagena,Right,D (C),196 cm,85 kg,33,€400K - €1.2M,"€22,500 p/m",Intelligent,Central Defender
67127965,Raúl Lizoáin,27/1/1991 (31 years old),ESP,Spanish Second Division,F.C. Andorra,Left,GK,188 cm,80 kg,31,€550K - €1.6M,"€13,500 p/m",Assertive,Sweeper Keeper
67280848,Kevin Villodres,26/2/2001 (21 years old),ESP,Portuguese Premier League,Gil Vicente,Right,"M (L), AM (RL)",173 cm,69 kg,21,€350K - €3.5M,"€13,000 p/m",Creative,Inverted Winger
67228932,Kirian,5/3/1996 (26 years old),ESP,Spanish Second Division,Las Palmas,Right,M/AM (C),180 cm,70 kg,26,€70K - €700K,"€15,750 p/m",Technical,Advanced Playmaker
67248301,Juande,7/7/1999 (22 years old),ESP,Spanish Second Division,Málaga,Right,D (C),185 cm,78 kg,22,€2M - €4.1M,"€8,750 p/m",Intelligent,Central Defender
