UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style
76020280,Johan Mojica,21/8/1992 ,COL,Spanish First Division,Villarreal,Left,D/WB/M (L),179,66,29,4525000.0,"71,000",Physical
67228750,Keidi Bare,28/8/1997 ,ALB,Spanish First Division,Espanyol,Right,"DM, M (C)",174,66,24,2850000.0,"27,500",Technical
16199712,Gideon Mensah,18/7/1998 ,GHA,Ligue 1 Uber Eats,AJ Auxerre,Left,D/WB (L),178,64,23,2700000.0,"29,000",Technical
13139098,Moses Simon,12/7/1995 ,NGA,Ligue 1 Uber Eats,FC Nantes,Right,"M (L), AM (RL)",168,66,26,11550000.0,"149,000",Creative
2000052247,Ibrahima Bamba,22/4/2002 ,ITA,Portuguese Premier League,VTSC,Right ,"D (C), DM",184,75,20,10000000.0,"12,000",Physical
55024870,João Teixeira,6/2/1994 ,POR,Portuguese Premier League,Chaves,Right,"M (C), AM (LC)",178,70,28,1425000.0,"10,750",Technical
67178038,Rubén Alcaraz,1/5/1991 ,ESP,Spanish First Division,Cádiz,Right,"DM, M (C)",180,80,31,,"50,000",Intelligent
72048181,Reggie Cannon,11/6/1998 ,USA,Portuguese Premier League,BVT,Right,"D (RC), WB (R)",180,74,24,3350000.0,"99,500",Physical
67224139,Edu Expósito,1/8/1996 ,ESP,Spanish First Division,Espanyol,Right,M (C),179,75,25,5600000.0,"49,000",Intelligent
67205090,Íñigo Vicente,6/1/1998 ,ESP,Spanish Second Division,R. Santander,Right,"M (RL), AM (RLC)",178,70,24,2200000.0,"28,000",Technical
83111513,Nuno Moreira,16/6/1999 ,POR,Portuguese Premier League,VIZ,Right,M/AM (RLC),175,66,23,2400000.0,"7,500",Technical
67235978,Juan Iglesias,3/7/1998 ,ESP,Spanish First Division,Getafe,Right,D/WB (R),185,75,23,2875000.0,"13,250",Technical
67277830,Julen Agirrezabala,26/12/2000 ,ESP,Spanish First Division,A. Bilbao,Left,GK,187,82,21,11250000.0,"30,000",Shot Stopper
63031763,Róbert Boženík,18/11/1999 ,SVK,Portuguese Premier League,BVT,Right,ST (C),188,81,22,1762500.0,"30,500",Physical
67184888,Héctor,14/9/1995 ,ESP,Portuguese Premier League,Chaves,Right,ST (C),180,72,26,1100000.0,"12,000",Intelligent
19270874,Marcos André,20/10/1996 ,BRA,Spanish First Division,Valencia,Right,ST (C),184,78,25,4700000,"65,000",Physical
13193983,Mohamed Camara,6/1/2000 ,MLI,Ligue 1 Uber Eats,AS Monaco,Right,"DM, M (C)",174,73,22,30500000.0,"101,000",Physical
67258577,Miguel Baeza,27/3/2000 ,ESP,Portuguese Premier League,Rio Ave,Left,"M (C), AM (RLC)",177,76,22,7900000.0,"25,000",Creative
67269484,Samuel Chukwueze,22/5/1999 ,NGA,Spanish First Division,Villarreal,Left ,"M (R), AM (RL)",172,70,23,19250000.0,"102,000",Technical
85063747,Florian Lejeune,20/5/1991 ,FRA,Spanish First Division,Vallecano,Right,D (C),190,82,31,2525000.0,"139,000",Physical
67248170,Jorge Cuenca,17/11/1999 ,ESP,Spanish First Division,Villarreal,Left,D (C),189,76,22,25500000.0,"81,000",Technical
67238450,Sergio Ruiz,16/12/1996 ,ESP,Spanish Second Division,Granada,Right,M (C),174,72,25,2475000.0,"28,000",Intelligent
67211745,Javi Ontiveros,9/9/1997 ,ESP,Spanish Second Division,Villarreal B,Right,M/AM (RL),170,75,24,2700000,"21,000",Technical
47022611,Stole Dimitrievski,25/12/1993 ,MKD,Spanish First Division,Vallecano,Right,GK,188,89,28,2387500.0,"55,000",Distributor
67122014,Pedro Bigas,15/5/1990 ,ESP,Spanish First Division,Elche,Left,"D (LC), DM",181,78,32,3300000.0,"55,000",Physical
55082360,Emmanuel Boateng,23/5/1996 ,GHA,Portuguese Premier League,Rio Ave,Right,ST (C),175,70,26,1320000.0,"12,000",Physical
29165730,Danny Namaso,28/8/2000 ,ENG,Portuguese Premier League,FC Porto,Right,"AM (RLC), ST (C)",182,77,21,3030000.0,"28,000",Physical
67279753,Ilaix Moriba,19/1/2003 ,GUI,Spanish First Division,Valencia,Right,"DM, M/AM (C)",185,73,19,51500000.0,"121,000",Technical
67053461,Iván Balliu,1/1/1992 ,ALB,Spanish First Division,Vallecano,Right,D/WB (R),172,63,30,5750000.0,"55,000",Technical
67064652,José Ángel,5/9/1989 ,ESP,Spanish Second Division,S. Gijón,Left,D/WB (L),182,77,32,,"28,000",Creative
67153373,Álex Moreno,8/6/1993 ,ESP,Spanish First Division,Real Hispalis,Left,D/WB/M/AM (L),176,68,29,7700000.0,"61,000",Physical
67015052,Andrés Fernández,16/12/1986 ,ESP,Spanish Second Division,Huesca,Right,GK,187,82,35,880000.0,"43,000",Shot Stopper
67157634,Yanis Rahmani,13/5/1995 ,FRA,Spanish Second Division,Eibar,Left,"M (L), AM (LC), ST (C)",178,72,27,3810000.0,"17,250",Creative
28106881,Samuel Shashoua,13/5/1999 ,ENG,Spanish Second Division,Tenerife,Right,"M (RL), AM (RLC)",170,63,23,3050000.0,"30,500",Creative
83282675,Alexsandro Ribeiro,9/8/1999 ,BRA,Ligue 1 Uber Eats,LOSC,Left,D (C),192,88,22,2825000.0,"51,500",Physical
28027172,Ignasi Miquel,28/9/1992 ,ESP,Spanish Second Division,Granada,Left,D (LC),188,82,29,2975000.0,"37,500",Technical
67215620,José Arnáiz,15/4/1995 ,ESP,Spanish Second Division,Leganés,Right,"M/AM (RL), ST (C)",175,70,27,1925000.0,"42,500",Technical
67211699,Tete Morente,4/12/1996 ,ESP,Spanish First Division,Elche,Right,M/AM (RL),184,78,25,1320000.0,"29,000",Physical
67142992,Fede Vico,4/7/1994 ,ESP,Spanish Second Division,Leganés,Left,M/AM (RLC),178,70,27,2087500.0,"33,500",Technical
67211796,Cristo,24/10/1997 ,ESP,Spanish Second Division,S. Gijón,Right,"AM (LC), ST (C)",178,72,24,1320000.0,"60,000",Technical
30024204,Jaime Romero,31/7/1990 ,ESP,Spanish Second Division,Cartagena,Left,M/AM (RL),176,74,31,605000.0,"14,750",Technical
95035901,Christian Rivera,9/7/1997 ,ESP,Spanish Second Division,S. Gijón,Right,"DM, M (C)",191,88,24,2050000.0,"24,500",Technical
67199409,Martín Merquelanz,12/6/1995 ,ESP,Spanish First Division,Real San Sebastián,Left,M/AM (L),176,72,27,5950000.0,"49,000",Creative
65025955,Luther Singh,5/8/1997 ,RSA,Portuguese Premier League,Chaves,Right,"AM (RLC), ST (C)",171,60,24,275000.0,"43,500",Technical
67276482,Ander Barrenetxea,27/12/2001 ,ESP,Spanish First Division,Real San Sebastián,Right,M/AM (RL),178,74,20,31000000.0,"107,000",Physical
28068769,Rúben Lameiras,22/12/1994 ,POR,Portuguese Premier League,VTSC,Left,AM (RLC),174,66,27,1700000.0,"19,500",Technical
62124086,Srđan Babić,22/4/1996 ,SRB,Spanish First Division,Almería,Left ,D (C),195,85,26,2835000.0,"29,000",Physical
18102670,José Luis Rodríguez,19/6/1998 ,PAN,Portuguese Premier League,Famalicão,Left,M/AM (RL),180,77,24,440000.0,"14,500",Physical
67085789,Rubén Sobrino,1/6/1992 ,ESP,Spanish First Division,Cádiz,Right,"AM (RL), ST (C)",182,73,30,4200000.0,"43,500",Intelligent
29189401,Arvin Appiah,5/1/2001 ,ENG,Spanish Second Division,Tenerife,Right,"AM (RL), ST (C)",173,63,21,3400000.0,"34,500",Physical
67213714,Óscar Valentín,20/8/1994 ,ESP,Spanish First Division,Vallecano,Right,"DM, M (C)",177,72,27,4775000.0,"50,500",Leader
49048461,Lucien Agoume,9/2/2002 ,FRA,Ligue 1 Uber Eats,Troyes,Right,"DM, M/AM (C)",185,72,20,7300000.0,"31,000",Physical
19250042,Rodrigo Pinho,30/5/1991 ,BRA,Portuguese Premier League,Benfica,Left,ST (C),185,79,31,935000.0,"41,500",Technical
55030095,Hernâni,20/8/1991 ,POR,Portuguese Premier League,Rio Ave,Left,M/AM (RL),180,72,30,385000.0,"13,750",Creative
13181623,Pathé Ciss,16/3/1994 ,SEN,Spanish First Division,Vallecano,Right,"DM, M (C)",183,71,28,2387500.0,"46,500",Physical
67287665,Álex Baena,20/7/2001 ,ESP,Spanish First Division,Villarreal,Either,AM (RLC),174,69,20,26000000.0,"50,500",Creative
43426109,Mattia Viti,24/1/2002 ,ITA,Ligue 1 Uber Eats,OGC Nice,Left,D (C),190,74,20,22000000.0,"51,000",Physical
824057,Rubén Castro,27/6/1981 ,ESP,Spanish Second Division,Málaga,Right,ST (C),171,69,41,600000.0,"29,500",Intelligent
83169876,Rodrigo Conceição,2/1/2000 ,POR,Portuguese Premier League,FC Porto,Right,"D/WB (R), AM (RL)",175,69,22,1456000.0,"24,000",Physical
98033710,Eray Cömert,4/2/1998 ,SUI,Spanish First Division,Valencia,Right,D (C),183,80,24,3250000.0,"40,000",Technical
67199098,Raúl Guti,30/12/1996 ,ESP,Spanish First Division,Elche,Right,"DM, M (RC)",177,74,25,2975000.0,"13,500",Physical
98034811,Jordan Lotomba,29/9/1998 ,SUI,Ligue 1 Uber Eats,OGC Nice,Right,"D (RL), WB/M (R)",177,67,23,1762500.0,"55,000",Technical
67115585,Roger Martí,3/1/1991 ,ESP,Spanish First Division,Elche,Right,ST (C),179,74,31,,"85,000",Intelligent
67138759,Sergi Guardiola,29/5/1991 ,ESP,Spanish First Division,Valladolid,Left,"AM (RLC), ST (C)",187,76,31,1650000.0,"23,000",Technical
13104485,Zainadine Júnior,24/6/1988 ,MOZ,Portuguese Premier League,MRT,Right,D (RC),178,72,34,,"17,000",Leader
62039552,Darko Brašanac,12/2/1992 ,SRB,Spanish First Division,Atlético Pamplona,Right,M/AM (C),178,73,30,3132500.0,"43,000",Leader
86031832,Mikel Villanueva,14/4/1993 ,VEN,Portuguese Premier League,VTSC,Left ,"D (LC), WB (L)",192,77,29,1925000.0,"17,000",Physical
14025385,Rodrigo Battaglia,12/7/1991 ,ARG,Spanish First Division,Mallorca,Right,"DM, M (C)",187,79,30,4350000.0,"116,000",Leader
67277676,Nico Melamed,11/4/2001 ,ESP,Spanish First Division,Espanyol,Right,"M (C), AM (RLC)",173,67,21,12500000.0,"16,250",Technical
67010346,Cala,26/11/1989 ,ESP,Spanish First Division,Cádiz,Right,D (C),185,78,32,55000,"60,000",Intelligent
91176250,Noah Jean Holm,23/5/2001 ,NOR,Ligue 1 Uber Eats,Reims,Right,"AM (RL), ST (C)",186,87,21,3260000.0,"11,000",Physical
67227810,Miguelón,18/1/1996 ,ESP,Spanish Second Division,Oviedo,Right,D/WB (R),170,68,26,1487500.0,"16,250",Intelligent
14136122,Gonzalo Montiel,1/1/1997 ,ARG,Spanish First Division,Sevilla,Right ,D/WB (R),175,70,25,10200000.0,"93,000",Leader
85057304,Youssouf Sabaly,5/3/1993 ,SEN,Spanish First Division,Real Hispalis,Right,D/WB (R),174,68,29,3675000.0,"89,500",Physical
744635,Ricardo Batista,19/11/1986 ,ANG,Portuguese Premier League,Casa Pia,Left ,GK,193,79,35,71000.0,"8,000",Shot Stopper
1501887,Alberto Zapater,13/6/1985 ,ESP,Spanish Second Division,Zaragoza,Right,"DM, M (C)",180,80,37,55000.0,"21,000",Leader
67258040,Gustavo Assunção,30/3/2000 ,BRA,Portuguese Premier League,Famalicão,Right,"DM, M (C)",178,66,22,2937500.0,"15,250",Technical
67263885,Guille Rosas,17/5/2000 ,ESP,Spanish Second Division,S. Gijón,Right,D/WB (R),174,68,22,5150000.0,"50,000",Leader
76022083,Helibelton Palacios,9/6/1993 ,COL,Spanish First Division,Elche,Right,D/WB (R),180,78,29,1200000,"21,000",Physical
67190888,Aleix García,28/6/1997 ,ESP,Spanish First Division,Girona,Right,"DM, M (C)",173,68,24,1650000.0,"23,500",Intelligent
67207185,Gerard Gumbau,18/12/1994 ,ESP,Spanish First Division,Elche,Left,"DM, M (C)",187,77,27,2800000.0,"26,000",Intelligent
85051582,Christopher Jullien,22/3/1993 ,FRA,Ligue 1 Uber Eats,Montpellier,Right,D (C),196,88,29,2312500.0,"65,000",Physical
67157534,Jon Bautista,3/7/1995 ,ESP,Spanish Second Division,Eibar,Right ,ST (C),180,72,26,4537500.0,"45,000",Physical
67221484,Iñaki Peña,2/3/1999 ,ESP,Spanish First Division,Barcelona,Right,GK,184,78,23,3437500.0,"55,500",Distributor
85059211,Andy Delort,9/10/1991 ,ALG,Ligue 1 Uber Eats,OGC Nice,Right,ST (C),181,83,30,14500000.0,"135,000",Leader
48043484,Pape Gueye,24/1/1999 ,SEN,Ligue 1 Uber Eats,OM,Left,"DM, M (C)",183,65,23,3675000.0,"120,000",Physical
2000052135,Abdallah Sima,17/6/2001 ,SEN,Ligue 1 Uber Eats,Angers SCO,Right,"AM (R), ST (C)",188,74,21,13500000.0,"40,000",Physical
30035411,Hamari Traoré,27/1/1992 ,MLI,Ligue 1 Uber Eats,Rennes,Right,D/WB (R),175,71,30,6300000.0,"63,000",Physical
67038648,Rubén Rochina,23/3/1991 ,ESP,Spanish Second Division,Granada,Left,"M (RL), AM (RLC)",182,76,31,1700000,"125,000",Creative
85010865,Dennis Appiah,9/6/1992 ,FRA,Ligue 1 Uber Eats,FC Nantes,Right,D/WB (R),179,68,30,1600000,"79,500",Technical
34009617,Maxime Le Marchand,11/10/1989 ,FRA,Ligue 1 Uber Eats,Strasbourg,Left ,D (LC),185,77,32,637500.0,"29,000",Physical
67202652,Andoni Gorosabel,4/8/1996 ,ESP,Spanish First Division,Real San Sebastián,Right,D/WB (R),174,70,25,11600000.0,"69,000",Physical
67140149,Sergio León,6/1/1989 ,ESP,Spanish First Division,Valladolid,Right,ST (C),178,73,33,1550000.0,"80,000",Intelligent
55003648,Vítor Gomes,25/12/1987 ,POR,Portuguese Premier League,Rio Ave,Right,M/AM (C),182,78,34,66000.0,"12,000",Leader
24003746,Ante Budimir,22/7/1991 ,CRO,Spanish First Division,Atlético Pamplona,Left,ST (C),190,75,30,7000000.0,"51,500",Physical
67191561,Luis Milla,7/10/1994 ,ESP,Spanish First Division,Getafe,Right,"DM, M (C)",175,68,27,7300000.0,"61,000",Leader
18004488,Brecht Dejaegere,29/5/1991 ,BEL,Ligue 1 Uber Eats,Toulouse FC,Right,"DM, M/AM (C)",173,71,31,2037500.0,"60,500",Leader
48042204,Martin Terrier,4/3/1997 ,FRA,Ligue 1 Uber Eats,Rennes,Right,"AM (RLC), ST (C)",184,73,25,12150000.0,"260,000",Physical
55022124,Pelé,29/9/1991 ,GNB,Portuguese Premier League,Famalicão,Right,"DM, M (C)",182,75,30,935000.0,"159,000",Physical
49037827,Sofiane Diop,9/6/2000 ,FRA,Ligue 1 Uber Eats,OGC Nice,Right,"M (RL), AM (RLC)",175,65,22,36000000.0,"86,500",Creative
19354888,Reinier,19/1/2002 ,BRA,Spanish First Division,Girona,Right,AM (C),185,82,20,37500000.0,"19,250",Technical
85028361,Benjamin André,3/8/1990 ,FRA,Ligue 1 Uber Eats,LOSC,Right,"DM, M (C)",180,76,31,7800000.0,"130,000",Leader
92057437,Carlinhos,22/6/1994 ,BRA,Portuguese Premier League,PTM,Right,M/AM (C),179,81,28,1800000.0,"10,750",Technical
67153634,Omar Mascarell,2/2/1993 ,ESP,Spanish First Division,Elche,Right,"DM, M (C)",181,76,29,4512500.0,"125,000",Leader
14003917,Pablo De Blasis,4/2/1988 ,ARG,Spanish Second Division,Cartagena,Right,"M (RL), AM (RLC)",175,70,34,335000.0,"22,500",Leader
48044737,Maxence Caqueret,15/2/2000 ,FRA,Ligue 1 Uber Eats,OL,Right,"DM, M/AM (C)",174,63,22,26000000.0,"249,000",Intelligent
85041077,Benjamin Lecomte,26/4/1991 ,FRA,Spanish First Division,Espanyol,Left ,GK,187,78,31,6750000.0,"150,000",Shot Stopper
37059427,Mitchell van Bergen,27/8/1999 ,NED,Ligue 1 Uber Eats,Reims,Right,M/AM (R),172,62,22,1210000.0,"21,500",Creative
67065398,Jaume Costa,18/3/1988 ,ESP,Spanish First Division,Mallorca,Left,"D (RL), WB (L)",171,61,34,715000.0,"37,000",Intelligent
37066566,Anthony Musaba,6/12/2000 ,NED,Ligue 2 BKT,FC Metz,Right,"AM (RL), ST (C)",182,75,21,1600000.0,"13,250",Physical
5131045,Vito Mannone,2/3/1988 ,ITA,Ligue 1 Uber Eats,FC Lorient,Right,GK,189,77,34,737500.0,"22,000",Assertive
34004844,Adil Rami,27/12/1985 ,FRA,Ligue 1 Uber Eats,Troyes,Right,D (C),190,90,36,121000.0,"45,000",Leader
19219843,Léo Jardim,20/3/1995 ,BRA,Ligue 1 Uber Eats,LOSC,Right,GK,188,74,27,770000.0,"80,500",Shot Stopper
96029182,Przemysław Frankowski,12/4/1995 ,POL,Ligue 1 Uber Eats,RC Lens,Right,"WB (RL), M (RLC)",173,71,27,2630000.0,"43,500",Technical
14022585,Carlos Izquierdoz,3/11/1988 ,ARG,Spanish Second Division,S. Gijón,Right,D (C),186,85,33,,"50,000",Leader
67066947,Diego Mariño,9/5/1990 ,ESP,Spanish Second Division,S. Gijón,Right,GK,187,77,32,275000.0,"37,500",Shot Stopper
85065524,Julian Jeanvier,31/3/1992 ,GUI,Ligue 1 Uber Eats,AJ Auxerre,Right ,D (C),185,84,30,605000.0,"18,000",Physical
29114989,Jonathan Bamba,26/3/1996 ,FRA,Ligue 1 Uber Eats,LOSC,Right,"AM (RL), ST (C)",175,72,26,19250000.0,"120,000",Physical
19172049,Eduardo Henrique,17/5/1995 ,BRA,Portuguese Premier League,Sporting CP,Right,"DM, M (C)",186,73,27,210000,"73,000",Technical
18106083,Jérémy Doku,27/5/2002 ,BEL,Ligue 1 Uber Eats,Rennes,Right,"AM (RL), ST (C)",171,67,20,29500000.0,"65,000",Technical
67093485,Gonzalo Verdú,21/10/1988 ,ESP,Spanish First Division,Elche,Right ,"D (C), DM",185,80,33,1400000.0,"42,000",Physical
67216745,Javi Sánchez,14/3/1997 ,ESP,Spanish First Division,Valladolid,Either,D (C),189,76,25,6600000.0,"50,500",Physical
45077916,Kôsuke Nakamura,27/2/1995 ,JPN,Portuguese Premier League,PTM,Right ,GK,185,82,27,935000.0,"8,500",Shot Stopper
19362992,Riccieli,17/9/1998 ,BRA,Portuguese Premier League,Famalicão,Right,D (C),184,80,23,1210000.0,"13,500",Physical
75018382,Juan Delgado,5/3/1993 ,CHI,Portuguese Premier League,P. Ferreira,Right,"D/WB/M (R), AM (RL)",177,72,29,770000.0,"10,250",Technical
55082920,Gil Dias,28/9/1996 ,POR,Portuguese Premier League,Benfica,Left ,"D/WB/M (L), AM (RLC)",186,78,25,750000,"60,000",Technical
7451366,Iván Cuéllar,25/5/1984 ,ESP,Spanish Second Division,S. Gijón,Left,GK,187,80,38,77000.0,"17,500",Distributor
67142544,Moi Gómez,23/6/1994 ,ESP,Spanish First Division,Atlético Pamplona,Right,"M (C), AM (LC)",176,73,28,7800000.0,"73,000",Creative
67227188,Óscar Gil,26/4/1998 ,ESP,Spanish First Division,Espanyol,Right,D/WB (R),175,75,24,3987500.0,"41,500",Physical
67129901,Juan Villar,19/5/1988 ,ESP,Spanish Second Division,Huesca,Right,"AM (R), ST (C)",180,79,34,,"27,500",Intelligent
24053167,Petar Musa,4/3/1998 ,CRO,Portuguese Premier League,Benfica,Right,ST (C),190,81,24,2525000.0,"80,000",Physical
67206502,Agus Medina,8/9/1994 ,ESP,Spanish Second Division,Ponferrada,Either,"DM, M (C)",176,71,27,2200000.0,"42,500",Physical
67184200,Joaquín,31/5/1996 ,ESP,Spanish First Division,Valladolid,Left,"D (C), DM, M (C)",190,71,26,2425000.0,"18,500",Intelligent
312055,Rafael Bracali,5/5/1981 ,BRA,Portuguese Premier League,BVT,Right,GK,185,76,41,22000.0,"13,750",Assertive
18102706,Mo Dauda,20/2/1998 ,GHA,Spanish Second Division,Tenerife,Right,"AM (RLC), ST (C)",176,69,24,4275000.0,"24,000",Technical
76045265,Anderson Arroyo,27/9/1999 ,COL,Spanish Second Division,Alavés,Left,D (RLC),176,71,22,900000.0,"37,500",Physical
67196201,Jokin Ezkieta,17/8/1996 ,ESP,Spanish Second Division,R. Santander,Right,GK,193,80,25,1025000.0,"15,000",Distributor
67202352,Juanma,20/2/1993 ,ESP,Spanish Second Division,Albacete,Right,"AM (RL), ST (C)",167,62,29,1155000.0,"14,750",Intelligent
67150319,Antonio Puertas,21/2/1992 ,ESP,Spanish Second Division,Granada,Right,"M (RL), AM (RLC)",178,73,30,1875000.0,"44,000",Physical
67276127,Nico,3/1/2002 ,ESP,Spanish First Division,Valencia,Right,"DM, M (C)",187,81,20,23500000.0,"55,500",Physical
67277397,Randy Nteka,6/12/1997 ,FRA,Spanish First Division,Vallecano,Left,"DM, M/AM (C), ST (C)",189,75,24,5000000.0,"37,000",Physical
67260201,Oier Zarraga,4/1/1999 ,ESP,Spanish First Division,A. Bilbao,Right,M/AM (C),175,76,23,1750000.0,"16,250",Leader
67184889,Nacho Vidal,24/1/1995 ,ESP,Spanish First Division,Atlético Pamplona,Right,D/WB (R),180,75,27,3900000.0,"37,500",Physical
19190112,Jordi,3/9/1993 ,BRA,Portuguese Premier League,P. Ferreira,Right ,GK,192,81,28,825000.0,"12,250",Shot Stopper
67222737,Javi Puado,25/5/1998 ,ESP,Spanish First Division,Espanyol,Right,"AM (RLC), ST (C)",179,69,24,3600000.0,"25,000",Intelligent
67246381,Ander Guevara,7/7/1997 ,ESP,Spanish First Division,Real San Sebastián,Right,"DM, M (C)",180,73,24,8000000.0,"54,000",Physical
67129926,Borja Valle,9/7/1992 ,ESP,Spanish Second Division,Cartagena,Right,AM (RLC),177,74,29,495000.0,"14,000",Technical
67184689,Diego González,28/1/1995 ,ESP,Spanish First Division,Elche,Either,D (C),185,83,27,2600000.0,"23,500",Technical
78074060,Ignacio De Arruabarrena,16/1/1997 ,URU,Portuguese Premier League,Arouca,Right,GK,181,73,25,330000.0,"9,000",Shot Stopper
67059116,Víctor Laguardia,5/11/1989 ,ESP,Spanish Second Division,Alavés,Right,D (C),185,80,32,2975000.0,"57,500",Leader
55023086,Bébé,12/7/1990 ,CPV,Spanish First Division,Vallecano,Right,AM (RL),190,78,31,605000.0,"14,250",Physical
67262227,Iván Jaime,26/9/2000 ,ESP,Portuguese Premier League,Famalicão,Right,"M (C), AM (LC)",180,72,21,2250000.0,"12,750",Technical
67080313,Samu Sáiz,22/1/1991 ,ESP,Spanish First Division,Girona,Right,"M (C), AM (RLC)",173,69,31,3350000.0,"19,750",Creative
67296654,Alejandro Balde,18/10/2003 ,ESP,Spanish First Division,Barcelona,Left ,D/WB/M/AM (L),175,69,18,36000000.0,"17,250",Physical
85045661,Dimitri Foulquier,23/3/1993 ,GLP,Spanish First Division,Valencia,Right,"D (RL), WB (R)",183,77,29,9200000.0,"39,000",Physical
67228777,Alejandro Pozo,22/2/1999 ,ESP,Spanish First Division,Almería,Right,D/WB/M/AM (R),174,62,23,12000000.0,"77,000",Physical
67037319,Jorge Pulido,8/4/1991 ,ESP,Spanish Second Division,Huesca,Right,D (C),186,72,31,825000.0,"19,500",Leader
19233479,Samuel Portugal,29/3/1994 ,BRA,Portuguese Premier League,FC Porto,Right ,GK,188,80,28,550000.0,"38,000",Shot Stopper
67272502,Sergio Camello,10/2/2001 ,ESP,Spanish First Division,Vallecano,Right,ST (C),177,69,21,8750000.0,"42,500",Intelligent
67231100,Jorge De Frutos,20/2/1997 ,ESP,Spanish Second Division,Levante,Right,M/AM (RL),173,71,25,7900000.0,"54,000",Physical
78091927,Franco Israel,22/4/2000 ,URU,Portuguese Premier League,Sporting CP,Right ,GK,190,76,22,550000.0,"53,500",Distributor
67207683,Pepelu,11/8/1998 ,ESP,Spanish Second Division,Levante,Right,"DM, M (C)",185,75,23,2037500.0,"41,500",Intelligent
67085790,Álex Fernández,15/10/1992 ,ESP,Spanish First Division,Cádiz,Right,"M (RLC), AM (C)",182,72,29,7000000.0,"95,500",Technical
83227951,Álvaro Djálo,16/8/1999 ,ESP,Portuguese Premier League,BRG,Right ,"M (L), AM (RLC), ST (C)",176,67,22,550000.0,"10,750",Physical
39031137,Elías Már Ómarsson,18/1/1995 ,ISL,Ligue 2 BKT,Nîmes,Right,"AM (RLC), ST (C)",183,73,27,1100000.0,"12,000",Physical
19191033,Lucas Áfrico,5/2/1995 ,BRA,Portuguese Premier League,Estoril Praia,Left,D (C),188,80,27,2000000.0,"10,750",Leader
48031584,Paul Bernardoni,18/4/1997 ,FRA,Ligue 1 Uber Eats,Angers SCO,Left ,GK,190,78,25,4050000.0,"99,500",Shot Stopper
67153716,Maikel Mesa,4/6/1991 ,ESP,Spanish Second Division,Albacete,Right,M/AM (C),188,79,31,935000.0,"13,500",Leader
67157535,Jon Guridi,28/2/1995 ,ESP,Spanish Second Division,Alavés,Left,"DM, M/AM (C)",179,64,27,3175000.0,"45,500",Physical
14023373,Augusto Solari,3/1/1992 ,ARG,Spanish First Division,Vigo,Right,WB/M/AM (R),180,80,30,3200000.0,"43,500",Technical
83257795,Leonardo Lelo,30/3/2000 ,POR,Portuguese Premier League,Casa Pia,Left ,D/WB/M (L),175,70,22,825000.0,"8,500",Technical
19258927,Caio Henrique,31/7/1997 ,BRA,Ligue 1 Uber Eats,AS Monaco,Left,D/WB/M (L),179,68,24,12250000.0,"164,000",Technical
83177137,Koffi Kouao,20/5/1998 ,CIV,Ligue 2 BKT,FC Metz,Right,D/WB (R),173,67,24,2450000.0,"32,500",Physical
76040741,Juan Otero,26/5/1995 ,COL,Spanish Second Division,S. Gijón,Right,"M/AM (R), ST (C)",179,70,27,3700000.0,"25,000",Creative
13175071,Jaouad El Yamiq,29/2/1992 ,MAR,Spanish First Division,Valladolid,Right ,D (C),190,83,30,1155000.0,"46,000",Physical
67274349,Hugo Duro,10/11/1999 ,ESP,Spanish First Division,Valencia,Left,"AM (LC), ST (C)",182,76,22,15000000.0,"34,500",Physical
55082206,Abdu Conté,24/3/1998 ,POR,Ligue 1 Uber Eats,Troyes,Left ,D/WB (L),183,78,24,2835000.0,"48,500",Physical
67199947,Adrián Marín,9/1/1997 ,ESP,Portuguese Premier League,Gil Vicente,Left,D/WB (L),181,70,25,1155000.0,"13,750",Physical
67011235,Gonzalo Melero,2/1/1994 ,ESP,Spanish First Division,Almería,Right,"DM, M/AM (C)",183,79,28,10000000.0,"41,500",Intelligent
67186869,Antonio Sivera,11/8/1996 ,ESP,Spanish Second Division,Alavés,Right,GK,185,75,25,1400000.0,"19,000",Distributor
67233388,Peru Nolaskoain,25/10/1998 ,ESP,Spanish Second Division,Eibar,Right,"D (C), DM, M (C)",186,82,23,1320000.0,"14,750",Technical
67014203,Pablo Valcarce,3/2/1993 ,ESP,Spanish Second Division,Burgos,Left,AM (RLC),175,70,29,1100000.0,"32,000",Physical
85144972,Loreintz Rosier,14/8/1998 ,FRA,Portuguese Premier League,Estoril Praia,Right,"DM, M (C)",190,82,23,2425000.0,"12,250",Physical
67277695,Pep Chavarría,10/4/1998 ,ESP,Spanish First Division,Vallecano,Left ,D/WB/M (L),174,72,24,1210000.0,"31,500",Technical
67232115,Fran Beltrán,3/2/1999 ,ESP,Spanish First Division,Vigo,Right,"DM, M (C)",165,64,23,9350000.0,"49,000",Intelligent
14031733,Esteban Burgos,9/1/1992 ,ARG,Spanish Second Division,Málaga,Right,D (C),190,83,30,2450000.0,"58,000",Physical
85022455,Zargo Touré,11/11/1989 ,SEN,Ligue 2 BKT,Dijon FCO,Right ,D (C),183,77,32,77000.0,"13,750",Physical
67245415,Oriol Rey,25/2/1998 ,ESP,Spanish Second Division,Mirandés,Left,"D (C), DM, M (C)",180,71,24,330000.0,"12,750",Physical
