"RecordIDS","AverageConsistency","Birthdate-Consistency","Birthdate-Values","Club-Consistency","Club-Values","Jersey_number-Consistency","Jersey_number-Values","Name-Consistency","Name-Values","Nationality-Consistency","Nationality-Values","Height-Consistency","Height-Values","Weight-Consistency","Weight-Values"
"eafc_11064+fm_4446","0.5714285714285714","1.0","{2003-07-05T00:00|2003-07-05T00:00}","0.0","{SC Heerenveen|Vitesse}","1.0","{40}","0.0","{E. van Ee|Espen van Ee}","0.0","{Netherlands|NED}","1.0","{179.0|179.0}","1.0","{68.0|68.0}"
"eafc_8058+tm_5539","0.5714285714285714","1.0","{2002-02-16T00:00|2002-02-16T00:00}","0.0","{Rennes|Stade Rennais FC}","0.0","{32|32}","0.0","{F. Rieder|Fabian Rieder}","1.0","{Switzerland|Switzerland}","1.0","{181.0}","1.0","{74.0}"
"eafc_2835+fm_2573+tm_7898","0.7619047619047619","1.0","{1996-03-12T00:00|1996-03-12T00:00|1996-03-12T00:00}","1.0","{VfB Stuttgart|VfB Stuttgart|VfB Stuttgart}","0.0","{9|9}","0.6666666666666666","{S. Guirassy|Serhou Guirassy|Serhou Guirassy}","0.6666666666666666","{Guinea|FRA|Guinea}","1.0","{187.0|187.0}","1.0","{82.0|82.0}"
"eafc_2753+fm_14248+tm_6546","0.4285714285714285","1.0","{1996-04-10T00:00|1996-04-10T00:00|1996-04-10T00:00}","0.6666666666666666","{FC Barcelona|Barcelona|FC Barcelona}","0.0","{15|15}","0.6666666666666666","{A. Christensen|Andreas Christensen|Andreas Christensen}","0.6666666666666666","{Denmark|DEN|Denmark}","0.0","{187.0|188.0}","0.0","{82.0|78.0}"
"eafc_5557+fm_15298+tm_5117","0.6666666666666666","1.0","{1998-03-19T00:00|1998-03-19T00:00|1998-03-19T00:00}","0.0","{Vitória SC|BVT|Vitória Guimarães SC}","0.0","{19|19}","1.0","{Ricardo Mangas|Ricardo Mangas|Ricardo Mangas}","0.6666666666666666","{Portugal|POR|Portugal}","1.0","{179.0|179.0}","1.0","{66.0|66.0}"
"eafc_2462+fm_11252+tm_5297+tm_6550","0.6428571428571429","1.0","{1994-05-27T00:00|1994-05-27T00:00|1994-06-23T00:00|1994-05-27T00:00}","0.0","{FC Barcelona|Man City|Moreirense FC|Manchester City}","0.0","{2|19|2}","0.75","{João Cancelo|João Cancelo|João Camacho|João Cancelo}","0.75","{Portugal|POR|Portugal|Portugal}","1.0","{182.0|182.0}","1.0","{74.0|74.0}"
"eafc_11126+tm_6334","0.5714285714285714","1.0","{2000-03-22T00:00|2000-03-22T00:00}","0.0","{Salernitana|US Salernitana 1919}","0.0","{19|19}","0.0","{T. Stewart|Trivante Stewart}","1.0","{Jamaica|Jamaica}","1.0","{188.0}","1.0","{72.0}"
"eafc_6293+fm_2777+tm_6217","0.3333333333333333","1.0","{2000-02-06T00:00|2000-02-06T00:00|2000-02-06T00:00}","0.0","{Bologna|sc Heerenveen|Bologna FC 1909}","0.0","{77|77}","0.6666666666666666","{S. van Hooijdonk|Sydney van Hooijdonk|Sydney van Hooijdonk}","0.6666666666666666","{Netherlands|NED|Netherlands}","0.0","{188.0|190.0}","0.0","{81.0|80.0}"
"eafc_11448+tm_3041","0.8571428571428571","1.0","{1995-02-27T00:00|1995-02-27T00:00}","1.0","{Chengdu Rongcheng|Chengdu Rongcheng}","0.0","{18|18}","1.0","{Andrigo|Andrigo}","1.0","{Brazil|Brazil}","1.0","{173.0}","1.0","{70.0}"
"eafc_11676+tm_3220","0.42857142857142855","1.0","{2006-07-07T00:00|2006-07-07T00:00}","0.0","{Shenzhen|Shenzhen FC}","0.0","{34|34}","0.0","{S. Ghojaehmet|Shahzat Ghojaehmet}","0.0","{China PR|China}","1.0","{179.0}","1.0","{62.0}"
"eafc_11138+tm_4048","0.5714285714285714","1.0","{2000-05-16T00:00|2000-05-16T00:00}","0.0","{Gent|KAA Gent}","0.0","{6|6}","0.0","{O. Gandelman|Omri Gandelman}","1.0","{Israel|Israel}","1.0","{188.0}","1.0","{75.0}"
"eafc_4473+fm_2177+tm_8034","0.619047619047619","1.0","{1996-12-20T00:00|1996-12-20T00:00|1996-12-20T00:00}","0.0","{Darmstadt 98|Darmstadt|SV Darmstadt 98}","0.0","{18|18}","0.6666666666666666","{M. Honsak|Mathias Honsak|Mathias Honsak}","0.6666666666666666","{Austria|AUT|Austria}","1.0","{188.0|188.0}","1.0","{78.0|78.0}"
"eafc_3671+fm_6273","0.42857142857142855","1.0","{1996-02-15T00:00|1996-02-15T00:00}","0.0","{Brescia|Lazio}","1.0","{93}","0.0","{M. Fares|Mohamed Fares}","0.0","{Algeria|ALG}","1.0","{183.0|183.0}","0.0","{72.0|75.0}"
"eafc_7697+tm_10805","0.7142857142857143","1.0","{1999-11-03T00:00|1999-11-03T00:00}","1.0","{Eintracht Braunschweig|Eintracht Braunschweig}","0.0","{36|36}","0.0","{K. Caliskaner|Kaan Caliskaner}","1.0","{Germany|Germany}","1.0","{192.0}","1.0","{87.0}"
"eafc_5731+fm_15978+tm_5775","0.4285714285714285","1.0","{1998-10-20T00:00|1998-10-20T00:00|1998-10-20T00:00}","0.6666666666666666","{Montpellier|Montpellier|Montpellier HSC}","0.0","{17|17}","0.6666666666666666","{T. Sainte-Luce|Théo Sainte-Luce|Théo Sainte-Luce}","0.6666666666666666","{France|FRA|France}","0.0","{181.0|176.0}","0.0","{72.0|69.0}"
"eafc_11140+fm_17061","0.2857142857142857","1.0","{2004-09-08T00:00|2004-09-24T00:00}","0.0","{Real Madrid|Oviedo}","1.0","{32}","0.0","{Nico Paz|Nico Pereira}","0.0","{Spain|ESP}","0.0","{186.0|175.0}","0.0","{81.0|65.0}"
"eafc_5809+fm_14891+tm_2584","0.23809523809523808","1.0","{1992-02-29T00:00|1992-02-29T00:00|1992-02-29T00:00}","0.0","{Al Wahda|Valladolid|Al-Wehda FC}","0.0","{5|5}","0.0","{J. El Yamiq|Jaouad El Yamiq|Jawad El Yamiq}","0.6666666666666666","{Morocco|MAR|Morocco}","0.0","{193.0|190.0}","0.0","{80.0|83.0}"
"eafc_7746+tm_1245","0.7142857142857143","1.0","{1998-01-23T00:00|1998-01-23T00:00}","1.0","{Columbus Crew|Columbus Crew}","0.0","{21|21}","0.0","{Y. Cheberko|Yevgen Cheberko}","1.0","{Ukraine|Ukraine}","1.0","{177.0}","1.0","{66.0}"
"eafc_3515+fm_2494+tm_8053","0.7142857142857143","1.0","{1994-12-08T00:00|1994-12-08T00:00|1994-12-08T00:00}","0.6666666666666666","{Heidenheim|Heidenheim|1.FC Heidenheim 1846}","0.0","{2|2}","0.6666666666666666","{M. Busch|Marnon Busch|Marnon Busch}","0.6666666666666666","{Germany|GER|Germany}","1.0","{182.0|182.0}","1.0","{80.0|80.0}"
"eafc_2400+fm_9558+tm_9253","0.6666666666666666","1.0","{1993-03-24T00:00|1993-03-24T00:00|1993-03-24T00:00}","0.0","{Real Valladolid|Fenerbahçe|Real Valladolid CF}","0.0","{15|15}","1.0","{Gustavo Henrique|Gustavo Henrique|Gustavo Henrique}","0.6666666666666666","{Brazil|BRA|Brazil}","1.0","{196.0|196.0}","1.0","{89.0|89.0}"
"eafc_11115+tm_7084","0.7142857142857143","1.0","{2005-06-05T00:00|2005-06-05T00:00}","0.0","{Chelsea|Chelsea FC}","0.0","{36|36}","1.0","{Deivid Washington|Deivid Washington}","1.0","{Brazil|Brazil}","1.0","{187.0}","1.0","{74.0}"
"eafc_2596+fm_3083+tm_10634","0.7142857142857143","1.0","{1990-08-18T00:00|1990-08-18T00:00|1990-08-18T00:00}","0.6666666666666666","{Hansa Rostock|Hansa Rostock|FC Hansa Rostock}","0.0","{1|1}","0.6666666666666666","{M. Kolke|Markus Kolke|Markus Kolke}","0.6666666666666666","{Germany|GER|Germany}","1.0","{187.0|187.0}","1.0","{91.0|91.0}"
"eafc_10289+tm_1188","0.7142857142857143","1.0","{2000-02-10T00:00|2000-02-10T00:00}","1.0","{San Jose Earthquakes|San Jose Earthquakes}","0.0","{24|24}","0.0","{D. Munie|Daniel Munie}","1.0","{United States|United States}","1.0","{183.0}","1.0","{82.0}"
"eafc_3449+fm_14675+tm_1574","0.5714285714285714","1.0","{1997-05-08T00:00|1997-05-08T00:00|1997-05-08T00:00}","0.6666666666666666","{Colorado Rapids|Grenoble|Colorado Rapids}","0.0","{16|16}","0.6666666666666666","{A. Gersbach|Alex Gersbach|Alex Gersbach}","0.6666666666666666","{Australia|AUS|Australia}","1.0","{183.0|183.0}","0.0","{73.0|72.0}"
"eafc_8953+tm_5830","0.5714285714285714","1.0","{2003-08-30T00:00|2003-08-30T00:00}","0.0","{Brest|Stade Brestois 29}","0.0","{11|11}","0.0","{A. Camblan|Axel Camblan}","1.0","{France|France}","1.0","{168.0}","1.0","{60.0}"
"eafc_8677+tm_8279","0.5714285714285714","1.0","{2000-08-08T00:00|2000-08-08T00:00}","0.0","{Guingamp|EA Guingamp}","0.0","{13|13}","0.0","{T. Le Normand|Théo Le Normand}","1.0","{France|France}","1.0","{180.0}","1.0","{76.0}"
"eafc_6451+tm_4743","0.5714285714285714","1.0","{2000-05-29T00:00|2000-05-29T00:00}","0.0","{Rizespor|Caykur Rizespor}","0.0","{4|4}","0.0","{A. Mocsi|Attila Mocsi}","1.0","{Hungary|Hungary}","1.0","{188.0}","1.0","{74.0}"
"eafc_8625+tm_4797","0.5714285714285714","1.0","{2001-09-02T00:00|2001-09-02T00:00}","1.0","{Fatih Karagümrük}","0.0","{7|7}","0.0","{C. Keleş|Can Keles}","0.0","{Turkey|Austria}","1.0","{180.0}","1.0","{77.0}"
"eafc_6489+fm_15129+tm_9589","0.38095238095238093","1.0","{1999-07-11T00:00|1999-07-11T00:00|1999-07-11T00:00}","0.0","{Racing Santander|Vallecano|Rayo Vallecano}","0.0","{11|11}","1.0","{Andrés Martín|Andrés Martín|Andrés Martín}","0.6666666666666666","{Spain|ESP|Spain}","0.0","{177.0|170.0}","0.0","{64.0|66.0}"
"eafc_9342+fm_6646+tm_9006","0.619047619047619","1.0","{1998-08-17T00:00|1998-08-17T00:00|1998-08-17T00:00}","0.0","{Cosenza|Südtirol|Atalanta BC}","0.0","{30|30}","0.6666666666666666","{S. Mazzocchi|Simone Mazzocchi|Simone Mazzocchi}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{178.0|178.0}","1.0","{70.0|70.0}"
"eafc_6754+tm_1809","0.5714285714285714","1.0","{2000-07-22T00:00|2000-07-22T00:00}","0.0","{Jahn Regensburg|SSV Jahn Regensburg}","0.0","{18|18}","0.0","{N. Anspach|Niclas Anspach}","1.0","{Germany|Germany}","1.0","{180.0}","1.0","{73.0}"
"eafc_7217+fm_9782","0.2857142857142857","1.0","{2002-02-04T00:00|2002-02-04T00:00}","0.0","{Pendikspor|Alanyaspor}","1.0","{99}","0.0","{E. Yardımcı|Erencan Yardımcı}","0.0","{Turkey|TUR}","0.0","{188.0|186.0}","0.0","{78.0|79.0}"
"eafc_2652+fm_6635+tm_8779","0.619047619047619","1.0","{1994-05-11T00:00|1994-05-11T00:00|1994-05-11T00:00}","0.0","{Palermo|Frosinone|Palermo FC}","0.0","{11|11}","0.6666666666666666","{R. Insigne|Roberto Insigne|Roberto Insigne}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{172.0|172.0}","1.0","{65.0|65.0}"
"eafc_10284+tm_1817","0.5714285714285714","1.0","{1999-02-14T00:00|1999-02-14T00:00}","0.0","{Verl|SC Verl}","0.0","{32|32}","0.0","{F. Pekruhl|Fabian Pekruhl}","1.0","{Germany|Germany}","1.0","{193.0}","1.0","{87.0}"
"eafc_10467+tm_2515","0.5714285714285714","1.0","{1996-04-25T00:00|1996-04-25T00:00}","0.0","{Al Okhdood|Al-Okhdood Club}","0.0","{13|13}","0.0","{M. Al Shaikh|Masalah Al-Shaekh}","1.0","{Saudi Arabia|Saudi Arabia}","1.0","{172.0}","1.0","{62.0}"
"eafc_11356+tm_2857","0.7142857142857143","1.0","{1990-12-17T00:00|1990-12-17T00:00}","1.0","{Shanghai Shenhua|Shanghai Shenhua}","0.0","{32|32}","1.0","{Aidi Fulangxisi|Aidi Fulangxisi}","0.0","{China PR|China}","1.0","{180.0}","1.0","{77.0}"
"eafc_6344+fm_1229+tm_2193","0.47619047619047616","1.0","{2000-03-11T00:00|2000-03-11T00:00|2000-03-11T00:00}","0.0","{New York City|NYCFC|New York City FC}","0.0","{17|17}","0.6666666666666666","{M. Pellegrini|Matías Pellegrini|Matías Pellegrini}","0.6666666666666666","{Argentina|ARG|Argentina}","1.0","{176.0|176.0}","0.0","{71.0|65.0}"
"eafc_9104+fm_1758","0.5714285714285714","1.0","{2003-12-04T00:00|2003-12-04T00:00}","0.0","{Dallas|FC Dallas}","1.0","{23}","0.0","{C. Smith|Collin Smith}","0.0","{United States|USA}","1.0","{178.0|178.0}","1.0","{78.0|78.0}"
"eafc_7137+fm_1277+tm_1047","0.7142857142857143","1.0","{2002-07-27T00:00|2002-07-27T00:00|2002-07-27T00:00}","0.6666666666666666","{Dallas|FC Dallas|FC Dallas}","0.0","{20|20}","0.6666666666666666","{A. Velasco|Alan Velasco|Alan Velasco}","0.6666666666666666","{Argentina|ARG|Argentina}","1.0","{167.0|167.0}","1.0","{63.0|63.0}"
"eafc_6036+fm_7058","0.42857142857142855","1.0","{1998-07-27T00:00|1998-07-27T00:00}","0.0","{Spezia|Venezia}","1.0","{2}","0.0","{P. Wiśniewski|Przemysław Wiśniewski}","0.0","{Poland|POL}","1.0","{195.0|195.0}","0.0","{91.0|88.0}"
"eafc_7119+fm_14732+tm_9270","0.6666666666666666","1.0","{1996-10-20T00:00|1996-10-20T00:00|1996-10-20T00:00}","0.0","{Real Valladolid|Valencia|Real Valladolid CF}","0.0","{9|9}","1.0","{Marcos André|Marcos André|Marcos André}","0.6666666666666666","{Brazil|BRA|Brazil}","1.0","{184.0|184.0}","1.0","{78.0|78.0}"
"eafc_9216+fm_12165","0.42857142857142855","1.0","{2003-11-14T00:00|2003-11-14T00:00}","1.0","{Crystal Palace|Crystal Palace}","1.0","{48}","0.0","{T. Adaramola|Tayo Adaramola}","0.0","{Republic of Ireland|IRL}","0.0","{177.0|179.0}","0.0","{69.0|67.0}"
"eafc_5768+tm_7670","0.7142857142857143","1.0","{1999-04-30T00:00|1999-04-30T00:00}","1.0","{VfL Wolfsburg|VfL Wolfsburg}","0.0","{25|25}","0.0","{M. Jenz|Moritz Jenz}","1.0","{Germany|Germany}","1.0","{190.0}","1.0","{86.0}"
"eafc_11471+fm_10022+tm_2905","0.619047619047619","1.0","{1991-03-05T00:00|1991-03-05T00:00|1991-03-05T00:00}","0.6666666666666666","{Wuhan Three Towns|WH Three Towns|Wuhan Three Towns}","0.0","{11|11}","1.0","{Davidson|Davidson|Davidson}","0.6666666666666666","{Brazil|BRA|Brazil}","1.0","{177.0|177.0}","0.0","{77.0|63.0}"
"eafc_8409+fm_6727","0.42857142857142855","1.0","{2001-06-06T00:00|2001-06-05T00:00}","0.0","{LASK Linz|Capitoline}","1.0","{55}","0.0","{E. Darboe|Ebrima Darboe}","0.0","{Gambia|GAM}","0.0","{179.0|176.0}","1.0","{69.0|69.0}"
"eafc_3123+tm_3821","0.7142857142857143","1.0","{1994-12-20T00:00|1994-12-20T00:00}","1.0","{PEC Zwolle|PEC Zwolle}","0.0","{30|30}","0.0","{R. Thomas|Ryan Thomas}","1.0","{New Zealand|New Zealand}","1.0","{174.0}","1.0","{64.0}"
"eafc_10346+fm_13335","0.2857142857142857","1.0","{2003-01-17T00:00|2003-01-17T00:00}","0.0","{Queens Park Rangers|QPR}","1.0","{36}","0.0","{A. Aoraha|Alex Aoraha}","0.0","{Iraq|IRQ}","0.0","{177.0|178.0}","0.0","{70.0|71.0}"
"eafc_8736+fm_5197+tm_4239","0.5714285714285714","1.0","{2001-06-12T00:00|2001-06-12T00:00|2001-06-12T00:00}","0.6666666666666666","{Kortrijk|KV Kortrijk|KV Kortrijk}","0.0","{11|11}","0.6666666666666666","{D. De Neve|Dion De Neve|Dion De Neve}","0.6666666666666666","{Belgium|BEL|Belgium}","0.0","{182.0|180.0}","1.0","{68.0|68.0}"
"eafc_2750+fm_11357","0.42857142857142855","1.0","{1995-08-05T00:00|1995-08-05T00:00}","0.0","{Tottenham Hotspur|Tottenham}","1.0","{5}","0.0","{P. Højbjerg|Pierre-Emile Højbjerg}","0.0","{Denmark|DEN}","0.0","{187.0|185.0}","1.0","{84.0|84.0}"
"eafc_2950+fm_2948+tm_10468","0.7142857142857143","1.0","{1994-08-09T00:00|1994-08-09T00:00|1994-08-09T00:00}","0.6666666666666666","{Fortuna Düsseldorf|SC Freiburg II|Fortuna Düsseldorf}","0.0","{9|9}","0.6666666666666666","{V. Vermeij|Vincent Vermeij|Vincent Vermeij}","0.6666666666666666","{Netherlands|NED|Netherlands}","1.0","{196.0|196.0}","1.0","{90.0|90.0}"
"eafc_1965+fm_14441","0.5714285714285714","1.0","{1994-02-14T00:00|1994-02-14T00:00}","0.0","{Rapid Wien|Havre AC}","1.0","{15}","0.0","{T. Kongolo|Terence Kongolo}","0.0","{Netherlands|NED}","1.0","{188.0|188.0}","1.0","{70.0|70.0}"
"eafc_4539+fm_14924+tm_9458","0.7142857142857143","1.0","{1993-08-16T00:00|1993-08-16T00:00|1993-08-16T00:00}","0.6666666666666666","{Huesca|Huesca|SD Huesca}","0.0","{10|10}","0.6666666666666666","{K. Hashimoto|Kento Hashimoto|Kento Hashimoto}","0.6666666666666666","{Japan|JPN|Japan}","1.0","{183.0|183.0}","1.0","{72.0|72.0}"
"eafc_3354+fm_2227+tm_10414","0.619047619047619","1.0","{1995-05-10T00:00|1995-05-10T00:00|1995-05-10T00:00}","0.6666666666666666","{Hertha BSC|Eupen|Hertha BSC}","0.0","{9|9}","0.6666666666666666","{S. Prevljak|Smail Prevljak|Smail Prevljak}","0.0","{Bosnia and Herzegovina|BIH|Bosnia-Herzegovina}","1.0","{187.0|187.0}","1.0","{75.0|75.0}"
"eafc_9241+tm_4241","0.5714285714285714","1.0","{1995-08-28T00:00|1995-08-28T00:00}","0.0","{Kortrijk|KV Kortrijk}","0.0","{8|8}","0.0","{Y. Challouk|Youssef Challouk}","1.0","{Belgium|Belgium}","1.0","{173.0}","1.0","{66.0}"
"eafc_4270+fm_15945","0.42857142857142855","1.0","{1996-02-29T00:00|1996-11-21T00:00}","0.0","{Fluminense|Oviedo}","1.0","{4}","0.0","{Hugo Rubiães|Hugo Rama}","0.0","{Brazil|ESP}","0.0","{175.0|177.0}","1.0","{75.0|75.0}"
"eafc_7237+fm_3754+tm_4219","0.619047619047619","1.0","{2001-01-14T00:00|2001-01-14T00:00|2001-01-14T00:00}","1.0","{Cercle Brugge|Cercle Brugge|Cercle Brugge}","0.0","{10|10}","0.6666666666666666","{Y. Gboho|Yann Gboho|Yann Gboho}","0.6666666666666666","{France|FRA|France}","1.0","{178.0|178.0}","0.0","{64.0|63.0}"
"eafc_10587+tm_2029","0.5714285714285714","1.0","{2001-11-26T00:00|2001-11-26T00:00}","0.0","{Ulm|SSV Ulm 1846}","0.0","{12|12}","0.0","{M. Seybold|Marvin Seybold}","1.0","{Germany|Germany}","1.0","{190.0}","1.0","{85.0}"
"eafc_4404+fm_11877+tm_10138","0.5714285714285714","1.0","{1998-06-24T00:00|1998-06-24T00:00|1998-06-24T00:00}","0.6666666666666666","{Preston North End|Preston|Preston North End}","0.0","{19|19}","0.6666666666666666","{E. Riis|Emil Riis|Emil Riis}","0.6666666666666666","{Denmark|DEN|Denmark}","1.0","{190.0|190.0}","0.0","{83.0|85.0}"
"eafc_6478+fm_15137+tm_9344","0.619047619047619","1.0","{2002-02-08T00:00|2002-02-08T00:00|2002-02-08T00:00}","0.0","{Sporting Gijón|Villarreal B|Villarreal CF B}","0.0","{21|21}","0.6666666666666666","{H. Hassan|Haissem Hassan|Haissem Hassan}","0.6666666666666666","{France|FRA|France}","1.0","{178.0|178.0}","1.0","{71.0|71.0}"
"eafc_9293+fm_11902+tm_7110","0.619047619047619","1.0","{2004-07-01T00:00|2004-07-01T00:00|2004-07-01T00:00}","0.6666666666666666","{Manchester United|Man UFC|Manchester United}","0.0","{49|17}","1.0","{Alejandro Garnacho|Alejandro Garnacho|Alejandro Garnacho}","0.6666666666666666","{Argentina|ARG|Argentina}","1.0","{180.0|180.0}","0.0","{72.0|64.0}"
"eafc_8188+fm_3924+tm_3869","0.619047619047619","1.0","{1997-04-08T00:00|1997-04-08T00:00|1997-04-08T00:00}","1.0","{FC Volendam|FC Volendam|FC Volendam}","0.0","{6|6}","0.6666666666666666","{B. Benamar|Benaissa Benamar|Benaissa Benamar}","0.6666666666666666","{Morocco|MAR|Morocco}","1.0","{191.0|191.0}","0.0","{85.0|84.0}"
"eafc_8173+fm_4899+tm_10462","0.4285714285714285","1.0","{2004-03-25T00:00|2004-03-25T00:00|2004-03-25T00:00}","0.6666666666666666","{Fortuna Düsseldorf|Düsseldorf|Fortuna Düsseldorf}","0.0","{35|35}","0.6666666666666666","{D. Bunk|Daniel Bunk|Daniel Bunk}","0.6666666666666666","{Germany|GER|Germany}","0.0","{170.0|168.0}","0.0","{60.0|61.0}"
"eafc_6030+fm_14493+tm_6873","0.5714285714285714","1.0","{2001-02-27T00:00|2001-02-27T00:00|2001-02-27T00:00}","0.6666666666666666","{Almería|Almería|UD Almería}","0.0","{7|7}","0.6666666666666666","{L. Ramazani|Largie Ramazani|Largie Ramazani}","0.6666666666666666","{Belgium|BEL|Belgium}","1.0","{167.0|167.0}","0.0","{55.0|68.0}"
"eafc_11232+tm_8110","0.5714285714285714","1.0","{1999-10-30T00:00|1999-10-30T00:00}","0.0","{Saint-Étienne|AS Saint-Étienne}","0.0","{13|13}","0.0","{M. Bentayg|Mahmoud Bentayg}","1.0","{Morocco|Morocco}","1.0","{181.0}","1.0","{71.0}"
"eafc_6502+tm_9388","0.7142857142857143","1.0","{1999-11-23T00:00|1999-11-23T00:00}","1.0","{Leganés}","0.0","{23|23}","0.0","{N. Djouahra|Näis Djouahra}","1.0","{France|France}","1.0","{171.0}","1.0","{67.0}"
"eafc_7236+fm_16184+tm_4025","0.3333333333333333","1.0","{2000-01-18T00:00|2000-01-18T00:00|2000-01-18T00:00}","0.0","{Anderlecht|Reims|RSC Anderlecht}","0.0","{8|8}","0.6666666666666666","{A. Flips|Alexis Flips|Alexis Flips}","0.6666666666666666","{France|FRA|France}","0.0","{173.0|175.0}","0.0","{68.0|65.0}"
"eafc_4885+fm_12059+tm_9905","0.3333333333333333","1.0","{1996-12-09T00:00|1996-12-09T00:00|1996-12-09T00:00}","0.6666666666666666","{West Bromwich Albion|Cardiff|West Bromwich Albion}","0.0","{4|4}","0.6666666666666666","{C. Kipré|Cédric Kipré|Cédric Kipré}","0.0","{Côte d'Ivoire|CIV|Cote d'Ivoire}","0.0","{193.0|194.0}","0.0","{90.0|106.0}"
"eafc_2225+fm_1256","0.42857142857142855","1.0","{1990-09-30T00:00|1990-09-30T00:00}","0.0","{Orlando City|Austin FC}","1.0","{8}","1.0","{Felipe|Felipe}","0.0","{Brazil|BRA}","0.0","{170.0|176.0}","0.0","{69.0|71.0}"
"eafc_6492+fm_11756+tm_9794","0.4285714285714285","1.0","{2002-05-04T00:00|2002-05-04T00:00|2002-05-04T00:00}","0.6666666666666666","{Leeds United|Leeds|Leeds United}","0.0","{30|30}","0.6666666666666666","{J. Gelhardt|Joe Gelhardt|Joe Gelhardt}","0.6666666666666666","{England|ENG|England}","0.0","{179.0|176.0}","0.0","{76.0|83.0}"
"eafc_5478+tm_3907","0.7142857142857143","1.0","{1999-08-19T00:00|1999-08-19T00:00}","1.0","{RKC Waalwijk|RKC Waalwijk}","0.0","{24|24}","0.0","{G. Roemeratoe|Godfried Roemeratoe}","1.0","{Curacao|Curacao}","1.0","{178.0}","1.0","{74.0}"
"eafc_6906+fm_3876+tm_4116","0.47619047619047616","1.0","{1999-02-19T00:00|1999-02-19T00:00|1999-02-19T00:00}","0.0","{Sporting Charleroi|Charleroi|RSC Charleroi}","0.0","{5|5}","0.6666666666666666","{L. Bessilé|Loïc Bessilé|Loïc Bessilé}","0.6666666666666666","{Togo|TOG|Togo}","1.0","{183.0|183.0}","0.0","{82.0|78.0}"
"eafc_7321+tm_6167","0.5714285714285714","1.0","{2000-10-12T00:00|2000-10-12T00:00}","0.0","{Torino|Torino FC}","0.0","{71|71}","0.0","{M. Popa|Mihai Popa}","1.0","{Romania|Romania}","1.0","{190.0}","1.0","{82.0}"
"eafc_5202+fm_6588+tm_8952","0.619047619047619","1.0","{1997-02-03T00:00|1997-02-03T00:00|1997-02-03T00:00}","0.0","{Reggiana|Palermo|AC Reggiana 1919}","0.0","{9|9}","0.6666666666666666","{L. Vido|Luca Vido|Luca Vido}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{182.0|182.0}","1.0","{75.0|75.0}"
"eafc_9477+fm_5199+tm_4259","0.47619047619047616","1.0","{2002-03-28T00:00|2002-03-28T00:00|2002-03-28T00:00}","0.0","{AS Eupen|Eupen|KAS Eupen}","0.0","{28|28}","0.6666666666666666","{R. Paeshuyse|Rune Paeshuyse|Rune Paeshuyse}","0.6666666666666666","{Belgium|BEL|Belgium}","1.0","{187.0|187.0}","0.0","{74.0|84.0}"
"eafc_7080+tm_3760","0.5714285714285714","1.0","{2001-03-06T00:00|2001-03-06T00:00}","0.0","{Almere City|Almere City FC}","0.0","{22|22}","0.0","{T. Barbet|Théo Barbet}","1.0","{France|France}","1.0","{184.0}","1.0","{75.0}"
"eafc_9919+tm_8616","0.5714285714285714","1.0","{2003-03-23T00:00|2003-03-23T00:00}","0.0","{Spezia|Spezia Calcio}","0.0","{77|77}","0.0","{N. Bertola|Nicolò Bertola}","1.0","{Italy|Italy}","1.0","{192.0}","1.0","{86.0}"
"eafc_10311+fm_4641+tm_8003","0.4285714285714285","1.0","{2004-08-28T00:00|2004-10-28T00:00|2004-10-28T00:00}","0.6666666666666666","{VfL Bochum 1848|VfL Bochum|VfL Bochum}","0.0","{24|24}","0.6666666666666666","{M. Pannewig|Mats Pannewig|Mats Pannewig}","0.6666666666666666","{Germany|GER|Germany}","0.0","{195.0|186.0}","0.0","{90.0|74.0}"
"eafc_5585+fm_14146+tm_7464","0.7619047619047619","1.0","{1999-05-27T00:00|1999-05-27T00:00|1999-05-27T00:00}","0.6666666666666666","{Wolverhampton Wanderers|A. Madrid|Wolverhampton Wanderers}","0.0","{12|12}","1.0","{Matheus Cunha|Matheus Cunha|Matheus Cunha}","0.6666666666666666","{Brazil|BRA|Brazil}","1.0","{183.0|183.0}","1.0","{76.0|76.0}"
"eafc_9130+fm_1573+tm_1096","0.4285714285714285","1.0","{2000-07-14T00:00|2000-07-14T00:00|2000-07-14T00:00}","0.6666666666666666","{Austin|Austin FC|Austin FC}","0.0","{4|4}","0.6666666666666666","{K. Keller|Kipp Keller|Kipp Keller}","0.6666666666666666","{United States|USA|United States}","0.0","{187.0|191.0}","0.0","{82.0|84.0}"
"eafc_2949+fm_14720+tm_5701","0.5714285714285714","1.0","{1995-07-12T00:00|1995-07-12T00:00|1995-07-12T00:00}","0.6666666666666666","{Nantes|FC Nantes|FC Nantes}","0.0","{27|27}","0.6666666666666666","{M. Simon|Moses Simon|Moses Simon}","0.6666666666666666","{Nigeria|NGA|Nigeria}","1.0","{168.0|168.0}","0.0","{69.0|66.0}"
"eafc_9249+fm_12181","0.2857142857142857","1.0","{2004-03-12T00:00|2004-03-12T00:00}","0.0","{Leicester City|Leicester}","1.0","{44}","0.0","{S. Braybrooke|Sammy Braybrooke}","0.0","{England|ENG}","0.0","{170.0|171.0}","0.0","{56.0|65.0}"
